Matchup,Open,Closing Range Start,Closing Range End,Movement,Date
Alex Nicholson,435.0,500.0,525.0,0.001,2016-02-06
Alex Nicholson,175.0,180.0,180.0,0.039,2016-07-13
Alex Nicholson,235.0,145.0,167.0,0.155,2016-11-05
Alex Nicholson,130.0,145.0,150.0,0.0,2017-05-28
Alex Oliveira,325.0,550.0,550.0,0.346,2015-03-21
Alex Oliveira,-115.0,-185.0,-170.0,0.289,2015-05-30
Alex Oliveira,-350.0,-425.0,-410.0,0.205,2015-06-27
Alex Oliveira,-315.0,-280.0,-280.0,0.0289999999999999,2015-11-07
Alex Oliveira,175.0,210.0,230.0,0.141,2016-02-21
Alex Oliveira,-265.0,-239.0,-220.0,0.024,2016-07-23
Alex Oliveira,200.0,245.0,260.0,0.15,2016-10-01
Alex Oliveira,100.0,-147.0,-140.0,-0.18,2016-12-30
Alex Oliveira,125.0,175.0,175.0,0.182,2017-03-11
Alex Oliveira,160.0,144.0,155.0,0.071,2017-07-22
Alex Oliveira,-215.0,-390.0,-370.0,0.358,2017-12-02
Alex Oliveira,-160.0,-189.0,-175.0,0.154,2018-04-14
Alex Oliveira,-245.0,-500.0,-500.0,-0.173,2018-09-22
Alex Oliveira,-120.0,125.0,135.0,0.196,2018-12-08
Alex Oliveira,-175.0,-172.0,-160.0,0.0289999999999999,2019-04-27
Alex Oliveira,-185.0,-155.0,-141.0,0.076,2019-09-28
Alex Oliveira,-215.0,-152.0,-137.0,-0.239,2020-03-07
Alex Oliveira,-170.0,-139.0,-115.0,0.124,2020-07-25
Alex Oliveira,-150.0,110.0,120.0,0.228,2020-10-24
Alex Oliveira,125.0,105.0,120.0,-0.061,2021-04-24
Alex Oliveira,-110.0,150.0,176.0,0.29,2021-10-02
Alex Oliveira,170.0,285.0,425.0,0.382,2022-03-05
Alex Pereira,-150.0,-303.0,-256.0,0.281,2021-11-06
Alex Pereira,-170.0,-225.0,-190.0,-0.0819999999999999,2022-03-12
Alex Pereira,150.0,100.0,110.0,-0.214,2022-07-02
Alex Pereira,170.0,175.0,460.0,-0.103,2022-11-12
Alex Pereira,128.0,-120.0,-110.0,-0.215,2023-07-30
Alex Pereira,105.0,-125.0,-108.0,-0.114,2023-11-12
Alex Pereira,-163.0,-155.0,-130.0,0.062,2024-04-14
Alex Pereira,-135.0,-155.0,-145.0,-0.042,2024-06-30
Alex Pereira,-535.0,-500.0,-425.0,0.024,2024-10-06
Alex Pereira,-170.0,-138.0,-115.0,0.118,2025-03-09
Alex Pereira,150.0,150.0,210.0,0.161,2025-10-05
Alex Pereira,150.0,150.0,150.0,,2026-01-01
Alex Perez,-260.0,-420.0,-400.0,-0.113,2017-12-09
Alex Perez,-160.0,100.0,120.0,0.226,2018-02-24
Alex Perez,-120.0,-120.0,-120.0,0.0,2018-08-04
Alex Perez,155.0,-127.0,-120.0,-0.412,2018-11-30
Alex Perez,-185.0,-390.0,-357.0,-0.213,2019-03-30
Alex Perez,-280.0,-278.0,-240.0,0.024,2020-01-25
Alex Perez,110.0,-145.0,-139.0,-0.2289999999999999,2020-06-06
Alex Perez,180.0,220.0,225.0,0.13,2020-11-21
Alex Perez,-303.0,-333.0,-333.0,-0.023,2021-12-11
Alex Perez,-375.0,-400.0,-400.0,-0.013,2022-02-12
Alex Perez,,,,,2022-06-04
Alex Perez,235.0,137.0,170.0,-0.2789999999999999,2022-07-30
Alex Perez,190.0,160.0,170.0,-0.098,2023-03-25
Alex Perez,250.0,275.0,320.0,0.144,2024-03-02
Alex Perez,145.0,140.0,160.0,0.012,2024-04-28
Alex Perez,142.0,175.0,210.0,0.18,2024-06-15
Alex Reyes,355.0,335.0,343.0,-0.036,2017-09-16
Alex Reyes,240.0,340.0,410.0,0.3,2023-09-16
Alex Reyes,700.0,700.0,810.0,0.078,2024-08-17
Alex Ricci,145.0,125.0,125.0,0.088,2016-08-27
Alex Soto,320.0,365.0,365.0,0.0969999999999999,2011-11-19
Alex Soto,170.0,200.0,215.0,0.123,2012-05-15
Alex Volkanovski,-190.0,-175.0,-155.0,-0.0289999999999999,2016-11-26
Alex Volkanovski,-300.0,-750.0,-580.0,0.462,2017-06-10
Alex Volkanovski,-505.0,-640.0,-615.0,0.2339999999999999,2017-11-18
Alex Volkanovski,-175.0,-200.0,-191.0,0.086,2018-02-10
Alex Volkanovski,-160.0,-220.0,-220.0,0.223,2018-07-14
Alex Volkanovski,150.0,110.0,130.0,0.075,2018-12-29
Alex Volkanovski,145.0,125.0,125.0,0.083,2019-05-11
Alex Volkanovski,380.0,275.0,300.0,0.055,2023-02-12
Alex Volkanovski,-500.0,-425.0,-370.0,-0.179,2023-07-09
Alex White,125.0,-105.0,105.0,-0.125,2014-04-19
Alex White,-155.0,-185.0,-175.0,0.1669999999999999,2014-07-16
Alex White,-140.0,105.0,115.0,0.184,2014-12-06
Alex White,-150.0,115.0,115.0,0.225,2016-02-06
Alex White,150.0,143.0,150.0,-0.012,2017-01-15
Alex White,-170.0,-220.0,-210.0,0.179,2017-09-09
Alex White,170.0,140.0,158.0,-0.084,2018-01-14
Alex White,-110.0,-185.0,-175.0,0.314,2018-09-08
Alex White,-175.0,-152.0,-135.0,-0.068,2019-03-09
Alex White,145.0,155.0,165.0,-0.002,2019-10-26
Alex da Silva,-110.0,117.0,130.0,-0.05,2019-04-20
Alex da Silva,-245.0,-340.0,-280.0,-0.071,2019-08-10
Alex da Silva,205.0,250.0,280.0,-0.093,2020-09-26
Alex da Silva,205.0,140.0,170.0,0.089,2022-06-04
Alexa Grasso,-405.0,-620.0,-605.0,-0.072,2016-11-05
Alexa Grasso,-305.0,-380.0,-350.0,0.188,2017-02-04
Alexa Grasso,-170.0,-220.0,-213.0,-0.087,2017-08-05
Alexa Grasso,-110.0,425.0,450.0,-0.626,2018-05-19
Alexa Grasso,155.0,-125.0,-114.0,-0.396,2019-06-08
Alexa Grasso,-135.0,-164.0,-145.0,-0.0579999999999999,2019-09-21
Alexa Grasso,-250.0,-278.0,-263.0,-0.021,2020-08-29
Alexa Grasso,110.0,-111.0,-103.0,-0.086,2021-02-13
Alexa Grasso,-140.0,-175.0,-175.0,-0.091,2022-01-22
Alexa Grasso,-185.0,-333.0,-250.0,-0.135,2022-03-26
Alexa Grasso,-170.0,-250.0,-210.0,-0.103,2022-10-15
Alexa Grasso,400.0,450.0,750.0,-0.062,2023-03-04
Alexa Grasso,210.0,138.0,188.0,0.098,2023-09-17
Alexa Grasso,-117.0,-138.0,-125.0,0.074,2024-09-15
Alexa Grasso,150.0,185.0,205.0,-0.085,2025-05-11
Alexander Gustafsson,125.0,110.0,110.0,0.04,2009-11-14
Alexander Gustafsson,340.0,350.0,350.0,0.01,2010-04-10
Alexander Gustafsson,-125.0,-155.0,-155.0,-0.094,2010-10-16
Alexander Gustafsson,-325.0,-350.0,-350.0,-0.017,2011-02-26
Alexander Gustafsson,-150.0,-150.0,-150.0,0.125,2011-08-06
Alexander Gustafsson,-320.0,-330.0,-330.0,0.15,2011-12-30
Alexander Gustafsson,-210.0,-260.0,-260.0,0.235,2012-04-14
Alexander Gustafsson,-140.0,-280.0,-275.0,0.4029999999999999,2012-12-08
Alexander Gustafsson,425.0,550.0,660.0,-0.023,2013-09-21
Alexander Gustafsson,-405.0,-525.0,-520.0,0.271,2014-03-08
Alexander Gustafsson,-190.0,-290.0,-275.0,-0.128,2015-01-24
Alexander Gustafsson,170.0,215.0,244.0,-0.095,2015-10-03
Alexander Gustafsson,-600.0,-700.0,-685.0,0.174,2016-09-03
Alexander Gustafsson,-175.0,-310.0,-300.0,0.3379999999999999,2017-05-28
Alexander Gustafsson,170.0,245.0,250.0,-0.132,2018-12-29
Alexander Gustafsson,-245.0,-335.0,-320.0,-0.08,2019-06-01
Alexander Gustafsson,-240.0,-333.0,-274.0,0.111,2020-07-25
Alexander Gustafsson,170.0,155.0,180.0,0.064,2022-07-23
Alexander Gustafsson,-175.0,-175.0,-175.0,,2022-12-10
Alexander Hernandez,250.0,335.0,360.0,-0.0409999999999999,2018-03-03
Alexander Hernandez,-120.0,-110.0,-102.0,0.023,2018-07-28
Alexander Hernandez,-130.0,-220.0,-200.0,0.306,2019-01-19
Alexander Hernandez,-175.0,-250.0,-212.0,0.198,2019-07-20
Alexander Hernandez,-350.0,-500.0,-455.0,0.176,2020-10-31
Alexander Hernandez,-140.0,-227.0,-213.0,0.217,2021-02-27
Alexander Hernandez,180.0,138.0,160.0,-0.148,2022-12-10
Alexander Hernandez,105.0,-125.0,-115.0,0.125,2023-10-07
Alexander Hernandez,-188.0,-196.0,-180.0,0.07,2024-04-06
Alexander Hernandez,-215.0,-110.0,-108.0,-0.42,2024-10-06
Alexander Hernandez,-175.0,-225.0,-185.0,0.061,2025-03-16
Alexander Hernandez,210.0,250.0,310.0,-0.072,2025-08-17
Alexander Hernandez,-150.0,-118.0,100.0,-0.172,2025-09-13
Alexander Munoz,-188.0,-240.0,-210.0,0.152,2023-07-15
Alexander Romanov,-400.0,-500.0,-455.0,0.143,2020-09-12
Alexander Romanov,-115.0,-184.0,-138.0,0.208,2021-04-17
Alexander Romanov,-400.0,-600.0,-510.0,0.143,2021-10-09
Alexander Romanov,-300.0,-300.0,-300.0,,2022-02-19
Alexander Romanov,-500.0,-500.0,-500.0,0.032,2022-04-23
Alexander Romanov,-240.0,-400.0,-315.0,0.1969999999999999,2022-08-20
Alexander Romanov,-120.0,-163.0,-163.0,0.17,2023-03-11
Alexander Torres,130.0,-125.0,-115.0,0.225,2015-02-28
Alexander Volkanovski,175.0,162.0,170.0,0.072,2019-12-14
Alexander Volkanovski,-190.0,-230.0,-189.0,0.033,2020-07-11
Alexander Volkanovski,-185.0,-200.0,-178.0,-0.016,2021-09-25
Alexander Volkanovski,-330.0,-770.0,-550.0,0.349,2022-04-09
Alexander Volkanovski,-146.0,-205.0,-175.0,0.135,2022-07-02
Alexander Volkanovski,215.0,190.0,220.0,0.031,2023-10-21
Alexander Volkanovski,-130.0,-155.0,-135.0,0.05,2025-04-13
Alexander Volkov,110.0,125.0,130.0,0.005,2016-11-19
Alexander Volkov,-140.0,-158.0,-155.0,0.156,2017-04-15
Alexander Volkov,-175.0,-130.0,-121.0,-0.141,2017-09-02
Alexander Volkov,175.0,175.0,180.0,0.011,2018-03-17
Alexander Volkov,-185.0,-175.0,-155.0,0.047,2018-10-06
Alexander Volkov,-175.0,-333.0,-270.0,-0.17,2019-11-09
Alexander Volkov,200.0,265.0,320.0,-0.127,2020-06-20
Alexander Volkov,-160.0,-189.0,-180.0,-0.051,2020-10-24
Alexander Volkov,105.0,-188.0,-162.0,0.271,2021-02-06
Alexander Volkov,115.0,125.0,140.0,0.069,2021-06-26
Alexander Volkov,-210.0,-333.0,-260.0,0.157,2021-10-30
Alexander Volkov,-146.0,100.0,125.0,-0.295,2022-03-19
Alexander Volkov,-160.0,-185.0,-158.0,-0.019,2022-06-04
Alexander Volkov,-150.0,123.0,135.0,0.2689999999999999,2023-03-11
Alexander Volkov,-188.0,-250.0,-210.0,-0.069,2023-09-10
Alexander Volkov,185.0,175.0,200.0,-0.018,2024-06-22
Alexander Volkov,188.0,260.0,295.0,0.238,2024-12-08
Alexander Volkov,210.0,150.0,166.0,0.083,2025-10-25
Alexander Yakovlev,300.0,360.0,405.0,0.172,2014-05-31
Alexander Yakovlev,170.0,188.0,190.0,0.066,2014-10-04
Alexander Yakovlev,130.0,-144.0,-140.0,0.285,2015-04-04
Alexander Yakovlev,-105.0,-105.0,-105.0,0.069,2016-01-30
Alexander Yakovlev,175.0,210.0,250.0,-0.033,2016-07-23
Alexander Yakovlev,170.0,148.0,150.0,0.099,2016-11-19
Alexander Yakovlev,-130.0,-152.0,-137.0,-0.05,2019-04-20
Alexander Yakovlev,125.0,110.0,115.0,0.077,2019-11-09
Alexander Yakovlev,205.0,150.0,160.0,-0.191,2020-10-24
Alexandr Romanov,-300.0,-556.0,-495.0,-0.123,2020-11-07
Alexandr Romanov,-1430.0,-2500.0,-1429.0,-0.012,2022-04-23
Alexandr Romanov,-2300.0,-2300.0,-2300.0,,2022-04-24
Alexandr Romanov,-2300.0,-2500.0,-1700.0,0.002,2022-04-30
Alexandr Romanov,130.0,-160.0,-146.0,0.2689999999999999,2023-03-11
Alexandr Romanov,-125.0,-150.0,-133.0,-0.047,2023-07-01
Alexandr Romanov,230.0,250.0,335.0,-0.079,2024-06-02
Alexandr Romanov,105.0,-150.0,-132.0,0.198,2024-11-02
Alexandra Albu,-150.0,-177.0,-175.0,0.173,2017-07-29
Alexandra Albu,-195.0,-111.0,-110.0,-0.336,2019-02-17
Alexandra Albu,-150.0,110.0,122.0,-0.221,2019-10-26
Alexandre Barros,330.0,425.0,425.0,0.181,2009-01-17
Alexandre Ferreira,220.0,180.0,180.0,0.067,2010-11-13
Alexandre Pantoja,-140.0,100.0,102.0,0.147,2017-01-28
Alexandre Pantoja,-305.0,-350.0,-335.0,-0.0279999999999999,2017-07-16
Alexandre Pantoja,-150.0,109.0,115.0,-0.195,2018-01-20
Alexandre Pantoja,130.0,-110.0,-110.0,-0.205,2018-05-19
Alexandre Pantoja,-305.0,-357.0,-300.0,-0.016,2018-11-17
Alexandre Pantoja,-245.0,-170.0,-161.0,-0.141,2019-04-13
Alexandre Pantoja,-135.0,-140.0,-125.0,0.003,2019-07-27
Alexandre Pantoja,-160.0,-315.0,-227.0,-0.198,2019-12-21
Alexandre Pantoja,-180.0,-210.0,-175.0,-0.023,2020-07-18
Alexandre Pantoja,-130.0,-125.0,-110.0,0.054,2021-02-06
Alexandre Pantoja,-125.0,-182.0,-156.0,0.146,2021-08-21
Alexandre Pantoja,-275.0,-205.0,-157.0,-0.2789999999999999,2022-07-30
Alexandre Pantoja,144.0,160.0,166.0,0.072,2023-07-09
Alexandre Pantoja,-250.0,-230.0,-190.0,-0.105,2023-12-17
Alexandre Pantoja,-250.0,-200.0,-180.0,-0.206,2024-05-05
Alexandre Pantoja,-235.0,-250.0,-192.0,0.02,2024-12-08
Alexandre Pantoja,-215.0,-275.0,-245.0,-0.055,2025-06-29
Alexandre Pantoja,-270.0,-265.0,-220.0,-0.142,2025-12-07
Alexey Kunchenko,-245.0,-440.0,-415.0,0.386,2018-09-15
Alexey Kunchenko,-320.0,-333.0,-280.0,0.02,2018-12-01
Alexey Oleinik,-215.0,-190.0,-185.0,-0.008,2016-07-13
Alexia Thainara,-188.0,-250.0,-198.0,0.11,2025-03-22
Alexia Thainara,-205.0,-265.0,-225.0,0.0819999999999999,2025-09-27
Alexis Davis,-380.0,-500.0,-470.0,0.284,2013-06-15
Alexis Davis,135.0,165.0,165.0,-0.044,2013-11-06
Alexis Davis,-185.0,-155.0,-150.0,-0.052,2014-02-22
Alexis Davis,445.0,550.0,700.0,-0.013,2014-07-05
Alexis Davis,175.0,178.0,180.0,0.042,2015-04-25
Alexis Davis,140.0,135.0,135.0,0.054,2016-12-03
Alexis Davis,-215.0,-290.0,-260.0,0.204,2017-04-22
Alexis Davis,100.0,105.0,113.0,0.034,2017-12-09
Alexis Davis,115.0,136.0,140.0,-0.008,2018-07-28
Alexis Davis,-230.0,-146.0,-145.0,-0.195,2019-03-23
Alexis Davis,175.0,146.0,165.0,0.089,2019-07-27
Alexis Davis,205.0,175.0,185.0,0.027,2021-02-27
Alexis Davis,200.0,175.0,220.0,-0.0139999999999999,2021-06-12
Alexis Davis,-200.0,-280.0,-225.0,0.132,2022-02-05
Alexis Dufresne,-190.0,-230.0,-210.0,-0.049,2014-07-06
Alexis Dufresne,-185.0,-230.0,-220.0,-0.067,2015-01-03
Ali Al Qaisi,145.0,133.0,150.0,0.047,2020-08-08
Ali Alqaisi,-130.0,137.0,142.0,0.263,2020-10-10
Ali Bagautinov,-260.0,-350.0,-345.0,-0.076,2013-09-04
Ali Bagautinov,160.0,140.0,150.0,0.081,2013-11-16
Ali Bagautinov,-125.0,-150.0,-145.0,-0.074,2014-02-01
Ali Bagautinov,305.0,460.0,560.0,0.336,2014-06-14
Ali Bagautinov,220.0,280.0,295.0,0.175,2015-10-03
Ali Bagautinov,-190.0,-280.0,-260.0,-0.114,2016-06-18
Ali Bagautinov,180.0,170.0,175.0,-0.026,2016-11-19
Aliaskhab Khizriev,-300.0,-1400.0,-900.0,0.528,2022-03-26
Aliaskhab Khizriev,-138.0,-175.0,-145.0,0.1159999999999999,2024-02-04
Alibi Idiris,-340.0,-500.0,-500.0,0.252,2025-08-16
Alice Ardelean,180.0,140.0,175.0,-0.085,2024-07-27
Alice Ardelean,130.0,120.0,135.0,0.008,2024-10-19
Alice Ardelean,240.0,175.0,180.0,-0.2269999999999999,2025-05-31
Alice Pereira,-225.0,-164.0,-150.0,-0.139,2025-09-13
Alistair Overeem,-140.0,-140.0,-140.0,0.0,2011-12-30
Alistair Overeem,-350.0,-440.0,-430.0,0.26,2013-02-02
Alistair Overeem,-280.0,-180.0,-150.0,0.155,2013-08-17
Alistair Overeem,-285.0,-430.0,-420.0,-0.094,2014-02-01
Alistair Overeem,-380.0,-355.0,-330.0,0.089,2014-09-05
Alistair Overeem,-245.0,-225.0,-200.0,0.045,2014-12-13
Alistair Overeem,-190.0,-160.0,-155.0,-0.0289999999999999,2015-03-14
Alistair Overeem,185.0,192.0,195.0,0.031,2015-12-19
Alistair Overeem,-210.0,-240.0,-215.0,-0.026,2016-05-08
Alistair Overeem,140.0,121.0,125.0,-0.076,2016-09-10
Alistair Overeem,-135.0,-131.0,-130.0,0.013,2017-03-04
Alistair Overeem,-150.0,-142.0,-140.0,0.025,2017-07-08
Alistair Overeem,170.0,185.0,210.0,0.0069999999999999,2017-12-02
Alistair Overeem,-140.0,170.0,170.0,-0.3329999999999999,2018-06-09
Alistair Overeem,-135.0,107.0,115.0,0.175,2018-11-24
Alistair Overeem,-245.0,-250.0,-230.0,0.083,2019-04-20
Alistair Overeem,-135.0,125.0,130.0,0.233,2019-12-07
Alistair Overeem,130.0,132.0,137.0,0.021,2020-05-16
Alistair Overeem,-270.0,-172.0,-165.0,0.1369999999999999,2020-09-05
Alistair Overeem,-125.0,137.0,160.0,0.271,2021-02-06
Aljamain Sterling,-305.0,-340.0,-340.0,-0.026,2014-02-22
Aljamain Sterling,-190.0,-250.0,-240.0,-0.084,2014-07-16
Aljamain Sterling,-210.0,-355.0,-345.0,-0.148,2015-04-18
Aljamain Sterling,-530.0,-650.0,-640.0,-0.0289999999999999,2015-12-10
Aljamain Sterling,-405.0,-310.0,-310.0,-0.075,2016-05-29
Aljamain Sterling,-120.0,125.0,130.0,-0.094,2017-01-28
Aljamain Sterling,-215.0,-400.0,-375.0,-0.165,2017-04-15
Aljamain Sterling,-110.0,108.0,110.0,0.087,2017-07-29
Aljamain Sterling,135.0,127.0,135.0,-0.017,2017-12-09
Aljamain Sterling,110.0,-115.0,-110.0,-0.114,2018-04-21
Aljamain Sterling,-145.0,-173.0,-170.0,-0.068,2018-09-08
Aljamain Sterling,185.0,115.0,120.0,-0.313,2019-02-17
Aljamain Sterling,-115.0,-172.0,-160.0,-0.1689999999999999,2019-06-08
Aljamain Sterling,-145.0,-125.0,-111.0,-0.086,2020-06-06
Aljamain Sterling,125.0,-120.0,112.0,0.068,2021-03-06
Aljamain Sterling,235.0,250.0,310.0,-0.049,2022-03-05
Aljamain Sterling,285.0,300.0,350.0,-0.042,2022-04-09
Aljamain Sterling,-220.0,-190.0,-150.0,0.074,2022-10-22
Aljamain Sterling,-150.0,-120.0,115.0,0.163,2023-05-06
Aljamain Sterling,-225.0,-275.0,-230.0,-0.04,2023-08-20
Aljamain Sterling,-142.0,-200.0,-170.0,-0.1119999999999999,2024-04-14
Aljamain Sterling,180.0,175.0,200.0,0.0409999999999999,2024-12-08
Aljamain Stirling,-330.0,-590.0,-490.0,0.303,2025-08-23
Allan Nascimento,250.0,275.0,320.0,0.121,2021-10-30
Allan Nascimento,250.0,170.0,180.0,-0.2769999999999999,2022-05-14
Allan Nascimento,,,,,2022-12-17
Allan Nascimento,-190.0,-425.0,-300.0,0.306,2023-01-14
Allan Nascimento,-225.0,-200.0,-200.0,0.037,2024-08-10
Allan Nascimento,-120.0,-127.0,-120.0,-0.004,2025-06-01
Allan Nascimento,-300.0,-340.0,-310.0,0.0139999999999999,2025-11-01
Allan Zuniga,-130.0,107.0,110.0,-0.075,2018-07-06
Allen Berube,,,,,2007-06-23
Allen Crowder,160.0,190.0,195.0,-0.0289999999999999,2017-12-02
Allen Crowder,175.0,360.0,400.0,-0.174,2019-01-19
Allen Crowder,135.0,190.0,200.0,-0.107,2019-06-22
Alonzo Menifield,-275.0,-300.0,-250.0,-0.005,2019-01-19
Alonzo Menifield,-265.0,-370.0,-278.0,-0.059,2019-06-29
Alonzo Menifield,-330.0,-278.0,-214.0,0.079,2020-06-06
Alonzo Menifield,-115.0,-160.0,-152.0,0.166,2020-09-05
Alonzo Menifield,-250.0,-303.0,-275.0,-0.034,2021-03-27
Alonzo Menifield,-140.0,-303.0,-240.0,-0.253,2021-08-07
Alonzo Menifield,-140.0,-175.0,-154.0,-0.067,2021-12-04
Alonzo Menifield,-130.0,-280.0,-245.0,-0.278,2022-06-04
Alonzo Menifield,-160.0,-225.0,-188.0,-0.0969999999999999,2022-10-15
Alonzo Menifield,195.0,135.0,155.0,-0.204,2023-02-12
Alonzo Menifield,-125.0,115.0,135.0,0.1889999999999999,2023-07-09
Alonzo Menifield,-110.0,210.0,240.0,-0.397,2023-12-17
Alonzo Menifield,185.0,210.0,225.0,0.104,2024-05-12
Alonzo Menifield,165.0,175.0,250.0,0.187,2024-08-03
Alonzo Menifield,-175.0,-250.0,-205.0,0.158,2025-02-23
Alonzo Menifield,275.0,450.0,550.0,0.368,2025-06-15
Alptekin Ozkilic,-210.0,-230.0,-230.0,-0.0289999999999999,2013-12-14
Alptekin Ozkilic,-300.0,-280.0,-270.0,0.022,2014-01-15
Alptekin Ozkilic,200.0,285.0,315.0,0.25,2014-07-16
Alptekin Ozkilic,-270.0,-230.0,-220.0,0.051,2015-05-09
Alvaro Herrera,145.0,145.0,150.0,0.03,2015-11-21
Alvaro Herrera,260.0,275.0,313.0,0.0139999999999999,2016-07-07
Alvaro Herrera,175.0,175.0,185.0,0.039,2017-08-05
Alvaro Herrera,130.0,-115.0,-112.0,0.179,2018-07-28
Alvin Hines,190.0,300.0,380.0,-0.152,2025-06-28
Alvin Robinson,250.0,180.0,180.0,0.1159999999999999,2007-07-07
Alvin Robinson,150.0,145.0,145.0,0.011,2007-10-20
Alvin Robinson,130.0,158.0,158.0,-0.071,2008-01-23
Alvin Robinson,-115.0,100.0,100.0,-0.02,2008-11-15
Amanda Bobby Cooper,285.0,295.0,310.0,0.021,2016-07-08
Amanda Cooper,125.0,112.0,120.0,0.074,2016-11-19
Amanda Cooper,-110.0,142.0,150.0,-0.104,2017-03-04
Amanda Cooper,-350.0,-525.0,-505.0,-0.077,2017-12-02
Amanda Cooper,350.0,220.0,225.0,-0.3929999999999999,2018-05-12
Amanda Cooper,-165.0,120.0,130.0,-0.3429999999999999,2018-11-10
Amanda Lemos,110.0,185.0,185.0,-0.146,2017-07-16
Amanda Lemos,250.0,162.0,175.0,-0.311,2019-12-21
Amanda Lemos,115.0,110.0,135.0,0.032,2020-08-22
Amanda Lemos,165.0,-242.0,-205.0,-0.84,2021-03-06
Amanda Lemos,-250.0,-650.0,-500.0,-0.1889999999999999,2021-07-17
Amanda Lemos,-260.0,-335.0,-265.0,0.059,2021-12-18
Amanda Lemos,,,,,2022-03-26
Amanda Lemos,170.0,180.0,230.0,0.094,2022-04-23
Amanda Lemos,-400.0,-350.0,-300.0,-0.14,2022-07-16
Amanda Lemos,130.0,180.0,222.0,0.22,2022-11-05
Amanda Lemos,270.0,250.0,275.0,-0.031,2023-08-20
Amanda Lemos,-215.0,-162.0,-130.0,0.1119999999999999,2024-02-18
Amanda Lemos,110.0,-110.0,100.0,-0.076,2024-07-21
Amanda Lemos,-125.0,110.0,120.0,-0.185,2025-03-09
Amanda Lemos,200.0,320.0,350.0,-0.1169999999999999,2025-09-13
Amanda Nunes,-260.0,-225.0,-195.0,0.062,2013-08-03
Amanda Nunes,100.0,110.0,115.0,0.061,2013-11-06
Amanda Nunes,200.0,180.0,195.0,-0.042,2014-09-27
Amanda Nunes,-280.0,-750.0,-660.0,-0.1889999999999999,2015-03-21
Amanda Nunes,185.0,220.0,230.0,0.0,2015-08-08
Amanda Nunes,100.0,-110.0,-105.0,0.091,2016-03-05
Amanda Nunes,220.0,240.0,265.0,0.093,2016-07-09
Amanda Nunes,220.0,165.0,165.0,-0.208,2016-12-30
Amanda Nunes,100.0,121.0,125.0,-0.0409999999999999,2017-09-09
Amanda Nunes,-530.0,-700.0,-700.0,0.266,2018-05-12
Amanda Nunes,200.0,170.0,175.0,0.086,2018-12-29
Amanda Nunes,-325.0,-400.0,-360.0,0.069,2019-07-06
Amanda Nunes,-400.0,-460.0,-410.0,-0.019,2019-12-14
Amanda Nunes,-450.0,-625.0,-550.0,0.143,2020-06-06
Amanda Nunes,-1000.0,-1000.0,-699.0,0.016,2021-03-06
Amanda Nunes,-800.0,-1250.0,-250.0,0.15,2021-12-11
Amanda Nunes,-250.0,-286.0,-245.0,0.013,2022-07-30
Amanda Nunes,-650.0,-425.0,-300.0,-0.537,2023-06-10
Amanda Nunes,136.0,130.0,170.0,0.048,2026-01-01
Amanda Ribas,225.0,155.0,170.0,0.136,2019-06-29
Amanda Ribas,175.0,150.0,160.0,-0.078,2019-10-12
Amanda Ribas,-325.0,-455.0,-410.0,0.217,2020-03-14
Amanda Ribas,-450.0,-833.0,-650.0,0.26,2020-07-11
Amanda Ribas,-270.0,-357.0,-330.0,0.108,2021-01-23
Amanda Ribas,-120.0,-184.0,-160.0,0.198,2021-10-30
Amanda Ribas,150.0,138.0,165.0,-0.0139999999999999,2022-05-14
Amanda Ribas,-110.0,-138.0,-105.0,0.027,2023-03-04
Amanda Ribas,-163.0,-210.0,-190.0,0.163,2023-06-24
Amanda Ribas,-350.0,-250.0,-225.0,-0.1639999999999999,2023-11-18
Amanda Ribas,148.0,170.0,185.0,-0.064,2024-03-24
Amanda Ribas,-165.0,-200.0,-185.0,-0.063,2025-01-12
Amanda Ribas,-186.0,-195.0,-175.0,0.008,2025-07-26
Amilcar Alves,220.0,265.0,265.0,-0.038,2010-08-28
Amilcar Alves,180.0,180.0,180.0,0.0,2011-01-22
Amir Albazi,-135.0,-152.0,-132.0,0.009,2020-07-18
Amir Albazi,-105.0,-120.0,-111.0,0.038,2021-01-23
Amir Albazi,-300.0,-560.0,-455.0,0.275,2022-08-20
Amir Albazi,-300.0,-525.0,-425.0,0.236,2022-12-17
Amir Albazi,175.0,-135.0,-115.0,-0.506,2023-06-03
Amir Albazi,125.0,140.0,150.0,-0.0559999999999999,2024-11-03
Amir Albazi,220.0,220.0,220.0,,2025-08-02
Amir Sadollah,140.0,145.0,145.0,0.02,2008-06-21
Amir Sadollah,-115.0,108.0,108.0,0.1009999999999999,2009-08-08
Amir Sadollah,-170.0,-230.0,-230.0,-0.107,2009-11-21
Amir Sadollah,-165.0,-145.0,-145.0,-0.044,2010-01-11
Amir Sadollah,-140.0,100.0,100.0,-0.1,2010-05-29
Amir Sadollah,-325.0,-265.0,-265.0,0.051,2010-11-13
Amir Sadollah,-160.0,-240.0,-240.0,0.313,2011-03-26
Amir Sadollah,-325.0,-395.0,-395.0,-0.044,2011-08-14
Amir Sadollah,-160.0,-140.0,-105.0,-0.0579999999999999,2012-05-15
Amir Sadollah,155.0,200.0,210.0,-0.054,2012-09-29
Amir Sadollah,145.0,140.0,145.0,-0.008,2014-09-20
Anderson Dos Santos,220.0,300.0,335.0,-0.068,2018-11-17
Anderson Dos Santos,225.0,100.0,120.0,0.24,2019-06-22
